sample;method;species;genus;class;order;phylum;reads
shel_2;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;83
shel_2;eDNA;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;29
shel_2;eDNA;Mytilopsis_leucophaeata;Mytilopsis;Bivalvia;Myida;Mollusca;51
shel_2;eDNA;Sida_crystallina;Sida;Branchiopoda;Ctenopoda;Arthropoda;94
shel_2;eDNA;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;10
shel_3;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;14905
shel_3;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;14
shel_3;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;470918
shel_3;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;1462960
shel_3;eDNA;Cerastoderma_glaucum;Cerastoderma;Bivalvia;Cardiida;Mollusca;13
shel_3;bulk;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;3736
shel_3;eDNA;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;3
shel_3;bulk;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;11325
shel_3;eDNA;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;25
shel_3;eDNA;Euchlanis_dilatata;Euchlanis;Monogononta;Ploima;Rotifera;7
shel_3;bulk;Eucyclops_macruroides;Eucyclops;Copepoda;Cyclopoida;Arthropoda;72
shel_3;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;66
shel_3;eDNA;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;53
shel_3;bulk;Eurytemora_carolleeae;Eurytemora;Copepoda;Calanoida;Arthropoda;17
shel_3;eDNA;Eurytemora_carolleeae;Eurytemora;Copepoda;Calanoida;Arthropoda;12
shel_3;bulk;Eurytemora_velox;Eurytemora;Copepoda;Calanoida;Arthropoda;18
shel_3;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;468
shel_3;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;755
shel_3;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;18657
shel_3;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;328
shel_3;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;57
shel_3;bulk;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;5
shel_3;eDNA;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;1
shel_3;bulk;Mytilopsis_leucophaeata;Mytilopsis;Bivalvia;Myida;Mollusca;2
shel_3;eDNA;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;10
shel_3;bulk;Ploesoma_sp;Ploesoma;Monogononta;Ploima;Rotifera;263
shel_3;bulk;Sida_crystallina;Sida;Branchiopoda;Ctenopoda;Arthropoda;6
shel_3;eDNA;Sida_crystallina;Sida;Branchiopoda;Ctenopoda;Arthropoda;72
shel_3;eDNA;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;150
shel_3;bulk;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;102
shel_3;eDNA;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;9028
shel_4;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;2631
shel_4;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;259
shel_4;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;396369
shel_4;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;264242
shel_4;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;5
shel_4;bulk;Asplanchna_spp;Asplanchna;Monogononta;Ploima;Rotifera;9
shel_4;eDNA;Chaetogaster_diaphanus;Chaetogaster;Clitellata;Tubificida;Annelida;2
shel_4;bulk;Cyclopidae;Unknown;Copepoda;Cyclopoida;Arthropoda;5
shel_4;bulk;Diaphanosoma_brachyurum;Diaphanosoma;Branchiopoda;Ctenopoda;Arthropoda;391
shel_4;bulk;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;403
shel_4;eDNA;Diplostraca;Unknown;Branchiopoda;Unknown;Arthropoda;2
shel_4;eDNA;Eucyclops_macrurus;Eucyclops;Copepoda;Cyclopoida;Arthropoda;2
shel_4;bulk;Eurytemora_affinis;Eurytemora;Copepoda;Calanoida;Arthropoda;209
shel_4;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;27
shel_4;bulk;Keratella;Keratella;Monogononta;Ploima;Rotifera;8
shel_4;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;1854
shel_4;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;1716
shel_4;eDNA;Marenzelleria_viridis;Marenzelleria;Polychaeta;Spionida;Annelida;3
shel_4;bulk;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;32
shel_4;eDNA;Megacyclops_viridis;Megacyclops;Copepoda;Cyclopoida;Arthropoda;27
shel_4;eDNA;Mesocyclops_leuckarti;Mesocyclops;Copepoda;Cyclopoida;Arthropoda;9
shel_4;eDNA;Mytilopsis_leucophaeata;Mytilopsis;Bivalvia;Myida;Mollusca;1
shel_4;eDNA;Polyarthra_sp;Polyarthra_hn;Monogononta;Ploima;Rotifera;1
shel_4;eDNA;Sida_crystallina;Sida;Branchiopoda;Ctenopoda;Arthropoda;11
shel_4;bulk;Synchaeta_spp;Synchaeta;Monogononta;Ploima;Rotifera;5
shel_4;bulk;Tenellia_adspersa;Tenellia;Gastropoda;Nudibranchia;Mollusca;4
shel_5;bulk;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;1
shel_5;eDNA;Acartia_sp;Acartia;Copepoda;Calanoida;Arthropoda;38
shel_5;bulk;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;673949
shel_5;eDNA;Acartia_tonsa;Acartia;Copepoda;Calanoida;Arthropoda;557417
shel_5;eDNA;Arthropoda_sp;Unknown;Unknown;Unknown;Arthropoda;4
shel_5;eDNA;Hydra_oligactis;Hydra;Hydrozoa;Anthoathecata;Cnidaria;29
shel_5;bulk;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;24121
shel_5;eDNA;Keratella_cochlearis;Keratella;Monogononta;Ploima;Rotifera;10629
shel_5;eDNA;Marenzelleria_viridis;Marenzelleria;Polychaeta;Spionida;Annelida;2
shel_5;bulk;Mytilopsis_leucophaeata;Mytilopsis;Bivalvia;Myida;Mollusca;2
shel_5;bulk;Pleopis_polyphemoides;Pleopis;Branchiopoda;Onychopoda;Arthropoda;7
shel_5;eDNA;Polyarthra_sp;Polyarthra_hn;Monogononta;Ploima;Rotifera;3
