asv_id	sample	nreads
22c6c0a3fb89b37217eac689a7740ad1	EDNA79	16
22c6c0a3fb89b37217eac689a7740ad1	EDNA80	52
22c6c0a3fb89b37217eac689a7740ad1	EDNA81	126
22c6c0a3fb89b37217eac689a7740ad1	EDNA91	20
22c6c0a3fb89b37217eac689a7740ad1	EDNA92	9
22c6c0a3fb89b37217eac689a7740ad1	EDNA83	4
22c6c0a3fb89b37217eac689a7740ad1	EDNA74	12
22c6c0a3fb89b37217eac689a7740ad1	EDNA93	25
22c6c0a3fb89b37217eac689a7740ad1	EDNA75	8
22c6c0a3fb89b37217eac689a7740ad1	EDNA85	55
22c6c0a3fb89b37217eac689a7740ad1	EDNA95	2
22c6c0a3fb89b37217eac689a7740ad1	EDNA86	52
69743e1b2326bb9508d5b21fd08bbece	EDNA83	384
69743e1b2326bb9508d5b21fd08bbece	EDNA84	30
0302e86344622dca093a6edb143e805e	EDNA87	2
0302e86344622dca093a6edb143e805e	EDNA79	7
0302e86344622dca093a6edb143e805e	EDNA24	1
0302e86344622dca093a6edb143e805e	EDNA70	27
0302e86344622dca093a6edb143e805e	EDNA80	18
0302e86344622dca093a6edb143e805e	EDNA71	16
0302e86344622dca093a6edb143e805e	EDNA44	1
0302e86344622dca093a6edb143e805e	EDNA81	9
0302e86344622dca093a6edb143e805e	EDNA73	184
0302e86344622dca093a6edb143e805e	EDNA83	6
0302e86344622dca093a6edb143e805e	EDNA74	70
0302e86344622dca093a6edb143e805e	EDNA75	68
0302e86344622dca093a6edb143e805e	EDNA85	3
0302e86344622dca093a6edb143e805e	EDNA86	1
06d8cd4e9f363ec38a85aa2435360ff0	MB21	121
06d8cd4e9f363ec38a85aa2435360ff0	EDNA82	143
06d8cd4e9f363ec38a85aa2435360ff0	EDNA84	117
06d8cd4e9f363ec38a85aa2435360ff0	EDNA94	16
06d8cd4e9f363ec38a85aa2435360ff0	EDNA85	5
06d8cd4e9f363ec38a85aa2435360ff0	EDNA86	10
22e4518b066f6b0321413dd3db69bfa5	EDNA69	5
22e4518b066f6b0321413dd3db69bfa5	MB21	4
22e4518b066f6b0321413dd3db69bfa5	EDNA71	42
22e4518b066f6b0321413dd3db69bfa5	MB17	111
22e4518b066f6b0321413dd3db69bfa5	MB18	49
22e4518b066f6b0321413dd3db69bfa5	EDNA73	47
22e4518b066f6b0321413dd3db69bfa5	MB19	38
22e4518b066f6b0321413dd3db69bfa5	EDNA74	57
22e4518b066f6b0321413dd3db69bfa5	EDNA84	7
22e4518b066f6b0321413dd3db69bfa5	EDNA67	26
22e4518b066f6b0321413dd3db69bfa5	EDNA86	6
22e4518b066f6b0321413dd3db69bfa5	EDNA68	11
5325eb88073c59417dee68b11ba7a6e8	EDNA97	4
5325eb88073c59417dee68b11ba7a6e8	EDNA98	4
5325eb88073c59417dee68b11ba7a6e8	EDNA31	159
5325eb88073c59417dee68b11ba7a6e8	EDNA99	3
5325eb88073c59417dee68b11ba7a6e8	EDNA32	20
5325eb88073c59417dee68b11ba7a6e8	EDNA60	1
5325eb88073c59417dee68b11ba7a6e8	EDNA33	89
5325eb88073c59417dee68b11ba7a6e8	EDNA52	3
5325eb88073c59417dee68b11ba7a6e8	EDNA34	30
5325eb88073c59417dee68b11ba7a6e8	EDNA53	2
5325eb88073c59417dee68b11ba7a6e8	EDNA3	3
5325eb88073c59417dee68b11ba7a6e8	EDNA35	15
5325eb88073c59417dee68b11ba7a6e8	EDNA17	2
5325eb88073c59417dee68b11ba7a6e8	EDNA63	2
5325eb88073c59417dee68b11ba7a6e8	EDNA36	49
5325eb88073c59417dee68b11ba7a6e8	EDNA46	1
5325eb88073c59417dee68b11ba7a6e8	EDNA92	6
5325eb88073c59417dee68b11ba7a6e8	EDNA47	1
5325eb88073c59417dee68b11ba7a6e8	EDNA95	8
bb09d2c30481bd74c80a0259b74787ad	EDNA69	377
bb09d2c30481bd74c80a0259b74787ad	MB18	25
182143cdace7dfcda17159661227d341	EDNA3	113
182143cdace7dfcda17159661227d341	EDNA17	137
182143cdace7dfcda17159661227d341	EDNA45	39
182143cdace7dfcda17159661227d341	EDNA18	108
aa772f305070b4d3de93647875e338c9	MB13	12
aa772f305070b4d3de93647875e338c9	EDNA43	51
aa772f305070b4d3de93647875e338c9	EDNA80	6
aa772f305070b4d3de93647875e338c9	EDNA44	162
aa772f305070b4d3de93647875e338c9	EDNA81	39
aa772f305070b4d3de93647875e338c9	EDNA45	41
aa772f305070b4d3de93647875e338c9	EDNA56	1
aa772f305070b4d3de93647875e338c9	EDNA84	11
aa772f305070b4d3de93647875e338c9	EDNA85	1
aa772f305070b4d3de93647875e338c9	EDNA67	73
9a43fb57312aa88b02fb861396764096	MB8	17
9a43fb57312aa88b02fb861396764096	MB10	13
9a43fb57312aa88b02fb861396764096	EDNA87	9
9a43fb57312aa88b02fb861396764096	MB9	29
9a43fb57312aa88b02fb861396764096	MB20	19
9a43fb57312aa88b02fb861396764096	MB11	3
9a43fb57312aa88b02fb861396764096	EDNA12	5
9a43fb57312aa88b02fb861396764096	MB21	10
9a43fb57312aa88b02fb861396764096	MB12	14
9a43fb57312aa88b02fb861396764096	EDNA13	1
9a43fb57312aa88b02fb861396764096	MB22	8
9a43fb57312aa88b02fb861396764096	MB13	9
9a43fb57312aa88b02fb861396764096	EDNA41	4
9a43fb57312aa88b02fb861396764096	MB23	12
9a43fb57312aa88b02fb861396764096	MB14	28
9a43fb57312aa88b02fb861396764096	EDNA15	2
9a43fb57312aa88b02fb861396764096	MB24	7
9a43fb57312aa88b02fb861396764096	MB15	31
9a43fb57312aa88b02fb861396764096	EDNA61	3
9a43fb57312aa88b02fb861396764096	MB25	6
9a43fb57312aa88b02fb861396764096	MB1	5
9a43fb57312aa88b02fb861396764096	MB16	14
9a43fb57312aa88b02fb861396764096	EDNA80	5
9a43fb57312aa88b02fb861396764096	EDNA35	2
9a43fb57312aa88b02fb861396764096	MB2	13
9a43fb57312aa88b02fb861396764096	EDNA81	2
9a43fb57312aa88b02fb861396764096	EDNA45	7
9a43fb57312aa88b02fb861396764096	EDNA36	1
9a43fb57312aa88b02fb861396764096	EDNA91	3
9a43fb57312aa88b02fb861396764096	EDNA55	1
9a43fb57312aa88b02fb861396764096	EDNA46	2
9a43fb57312aa88b02fb861396764096	MB4	38
9a43fb57312aa88b02fb861396764096	EDNA56	1
9a43fb57312aa88b02fb861396764096	MB6	47
9a43fb57312aa88b02fb861396764096	EDNA86	21
9a43fb57312aa88b02fb861396764096	EDNA59	2
9a43fb57312aa88b02fb861396764096	EDNA10	2
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA87	1
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA79	1
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA40	111
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA41	22
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA42	75
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA15	1
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA52	6
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA43	5
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA71	2
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA53	5
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA44	3
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA45	14
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA91	1
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA55	7
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA46	1
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA92	3
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA74	87
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA93	6
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA75	36
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA48	2
fcd9136a4fdb8410d975c2baf1c1d1e9	EDNA68	6
cc46a9878cd400d037f4648aeb8f418d	EDNA96	7
cc46a9878cd400d037f4648aeb8f418d	EDNA11	9
cc46a9878cd400d037f4648aeb8f418d	MB11	8
cc46a9878cd400d037f4648aeb8f418d	EDNA40	3
cc46a9878cd400d037f4648aeb8f418d	EDNA31	1
cc46a9878cd400d037f4648aeb8f418d	EDNA13	2
cc46a9878cd400d037f4648aeb8f418d	MB13	5
cc46a9878cd400d037f4648aeb8f418d	EDNA41	31
cc46a9878cd400d037f4648aeb8f418d	EDNA14	8
cc46a9878cd400d037f4648aeb8f418d	EDNA60	2
cc46a9878cd400d037f4648aeb8f418d	EDNA33	4
cc46a9878cd400d037f4648aeb8f418d	EDNA15	18
cc46a9878cd400d037f4648aeb8f418d	MB24	2
cc46a9878cd400d037f4648aeb8f418d	EDNA61	1
cc46a9878cd400d037f4648aeb8f418d	EDNA52	2
cc46a9878cd400d037f4648aeb8f418d	EDNA43	35
cc46a9878cd400d037f4648aeb8f418d	EDNA25	63
cc46a9878cd400d037f4648aeb8f418d	EDNA16	2
cc46a9878cd400d037f4648aeb8f418d	EDNA62	2
cc46a9878cd400d037f4648aeb8f418d	EDNA53	6
cc46a9878cd400d037f4648aeb8f418d	EDNA17	30
cc46a9878cd400d037f4648aeb8f418d	EDNA45	27
cc46a9878cd400d037f4648aeb8f418d	EDNA27	55
cc46a9878cd400d037f4648aeb8f418d	EDNA18	7
cc46a9878cd400d037f4648aeb8f418d	EDNA91	3
cc46a9878cd400d037f4648aeb8f418d	EDNA56	1
cc46a9878cd400d037f4648aeb8f418d	EDNA47	20
cc46a9878cd400d037f4648aeb8f418d	EDNA93	4
cc46a9878cd400d037f4648aeb8f418d	EDNA48	1
cc46a9878cd400d037f4648aeb8f418d	EDNA94	2
cc46a9878cd400d037f4648aeb8f418d	EDNA58	6
cc46a9878cd400d037f4648aeb8f418d	EDNA9	7
cc46a9878cd400d037f4648aeb8f418d	EDNA95	4
cc46a9878cd400d037f4648aeb8f418d	EDNA86	4
cc46a9878cd400d037f4648aeb8f418d	EDNA59	4
cc46a9878cd400d037f4648aeb8f418d	EDNA10	8
e33579196fbfdb3ce31931233c28f6d5	EDNA97	3
e33579196fbfdb3ce31931233c28f6d5	EDNA98	5
e33579196fbfdb3ce31931233c28f6d5	EDNA40	63
e33579196fbfdb3ce31931233c28f6d5	EDNA13	1
e33579196fbfdb3ce31931233c28f6d5	EDNA99	1
e33579196fbfdb3ce31931233c28f6d5	EDNA41	30
e33579196fbfdb3ce31931233c28f6d5	EDNA23	7
e33579196fbfdb3ce31931233c28f6d5	EDNA14	2
e33579196fbfdb3ce31931233c28f6d5	EDNA60	6
e33579196fbfdb3ce31931233c28f6d5	EDNA42	79
e33579196fbfdb3ce31931233c28f6d5	EDNA24	7
e33579196fbfdb3ce31931233c28f6d5	EDNA61	8
e33579196fbfdb3ce31931233c28f6d5	EDNA52	1
e33579196fbfdb3ce31931233c28f6d5	EDNA43	15
e33579196fbfdb3ce31931233c28f6d5	EDNA34	38
e33579196fbfdb3ce31931233c28f6d5	EDNA25	3
e33579196fbfdb3ce31931233c28f6d5	EDNA62	2
e33579196fbfdb3ce31931233c28f6d5	EDNA53	7
e33579196fbfdb3ce31931233c28f6d5	EDNA44	6
e33579196fbfdb3ce31931233c28f6d5	EDNA35	21
e33579196fbfdb3ce31931233c28f6d5	EDNA17	1
e33579196fbfdb3ce31931233c28f6d5	EDNA81	3
e33579196fbfdb3ce31931233c28f6d5	EDNA63	7
e33579196fbfdb3ce31931233c28f6d5	EDNA54	8
e33579196fbfdb3ce31931233c28f6d5	EDNA45	13
e33579196fbfdb3ce31931233c28f6d5	EDNA36	28
e33579196fbfdb3ce31931233c28f6d5	EDNA27	4
e33579196fbfdb3ce31931233c28f6d5	EDNA55	3
e33579196fbfdb3ce31931233c28f6d5	EDNA46	1
e33579196fbfdb3ce31931233c28f6d5	EDNA93	2
e33579196fbfdb3ce31931233c28f6d5	EDNA57	2
e33579196fbfdb3ce31931233c28f6d5	EDNA58	8
e33579196fbfdb3ce31931233c28f6d5	EDNA59	8
7e3b058608afc0de57d897fbc0297f12	EDNA98	2
7e3b058608afc0de57d897fbc0297f12	EDNA22	20
7e3b058608afc0de57d897fbc0297f12	EDNA13	12
7e3b058608afc0de57d897fbc0297f12	EDNA24	47
7e3b058608afc0de57d897fbc0297f12	EDNA61	9
7e3b058608afc0de57d897fbc0297f12	EDNA16	83
7e3b058608afc0de57d897fbc0297f12	EDNA17	109
7e3b058608afc0de57d897fbc0297f12	EDNA18	94
7e3b058608afc0de57d897fbc0297f12	EDNA92	16
6fd32fe14866d01f7ab18f35b0ceab21	MB20	9
6fd32fe14866d01f7ab18f35b0ceab21	MB13	8
6fd32fe14866d01f7ab18f35b0ceab21	EDNA23	292
6fd32fe14866d01f7ab18f35b0ceab21	MB7	83
81939716bc60b572ed62800829cd1334	EDNA96	28
81939716bc60b572ed62800829cd1334	EDNA87	4
81939716bc60b572ed62800829cd1334	MB13	52
81939716bc60b572ed62800829cd1334	EDNA61	13
81939716bc60b572ed62800829cd1334	EDNA52	7
81939716bc60b572ed62800829cd1334	EDNA43	4
81939716bc60b572ed62800829cd1334	EDNA34	34
81939716bc60b572ed62800829cd1334	EDNA62	11
81939716bc60b572ed62800829cd1334	EDNA44	5
81939716bc60b572ed62800829cd1334	EDNA35	52
81939716bc60b572ed62800829cd1334	EDNA63	7
81939716bc60b572ed62800829cd1334	EDNA54	6
81939716bc60b572ed62800829cd1334	EDNA36	62
81939716bc60b572ed62800829cd1334	EDNA55	16
81939716bc60b572ed62800829cd1334	EDNA46	3
81939716bc60b572ed62800829cd1334	EDNA92	9
81939716bc60b572ed62800829cd1334	EDNA56	11
81939716bc60b572ed62800829cd1334	EDNA93	20
81939716bc60b572ed62800829cd1334	EDNA94	13
81939716bc60b572ed62800829cd1334	EDNA85	14
81939716bc60b572ed62800829cd1334	EDNA58	6
81939716bc60b572ed62800829cd1334	EDNA95	12
81939716bc60b572ed62800829cd1334	EDNA59	1
81f538edecd378ace1a2ea72301908f6	MB8	13
81f538edecd378ace1a2ea72301908f6	MB20	8
81f538edecd378ace1a2ea72301908f6	MB21	76
81f538edecd378ace1a2ea72301908f6	MB12	20
81f538edecd378ace1a2ea72301908f6	EDNA41	79
81f538edecd378ace1a2ea72301908f6	MB14	2
81f538edecd378ace1a2ea72301908f6	MB17	47
81f538edecd378ace1a2ea72301908f6	MB18	89
81f538edecd378ace1a2ea72301908f6	EDNA92	56
f7dc47d4e85011170e8a52dd6f3ae51e	EDNA69	329
f7dc47d4e85011170e8a52dd6f3ae51e	MB17	53
5c31150cfd0619c3c9abb198a9752db2	EDNA79	16
5c31150cfd0619c3c9abb198a9752db2	EDNA22	17
5c31150cfd0619c3c9abb198a9752db2	EDNA13	9
5c31150cfd0619c3c9abb198a9752db2	EDNA80	8
5c31150cfd0619c3c9abb198a9752db2	EDNA3	67
5c31150cfd0619c3c9abb198a9752db2	EDNA18	5
5c31150cfd0619c3c9abb198a9752db2	EDNA82	78
5c31150cfd0619c3c9abb198a9752db2	EDNA83	92
5c31150cfd0619c3c9abb198a9752db2	EDNA84	84
5c31150cfd0619c3c9abb198a9752db2	EDNA7	5
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA96	12
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA11	6
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA97	10
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA98	6
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA40	35
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA22	8
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA99	3
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA41	37
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA23	6
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA60	6
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA42	31
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA24	4
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA15	3
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA61	8
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA52	14
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA43	26
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA25	5
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA62	11
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA53	10
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA44	15
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA63	10
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA54	12
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA45	26
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA27	2
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA91	4
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA55	18
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA46	11
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA56	10
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA47	4
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA84	3
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA57	14
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA48	2
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA94	5
69d78c14fa90999e2b0a73e3c5f4d3fa	EDNA59	3
54bc472444fb0dd55332501b26f32f36	EDNA46	11
54bc472444fb0dd55332501b26f32f36	EDNA47	3
54bc472444fb0dd55332501b26f32f36	EDNA2	2
54bc472444fb0dd55332501b26f32f36	EDNA60	6
54bc472444fb0dd55332501b26f32f36	EDNA9	4
54bc472444fb0dd55332501b26f32f36	EDNA80	2
54bc472444fb0dd55332501b26f32f36	EDNA86	17
54bc472444fb0dd55332501b26f32f36	EDNA87	5
54bc472444fb0dd55332501b26f32f36	MB10	9
54bc472444fb0dd55332501b26f32f36	MB12	10
54bc472444fb0dd55332501b26f32f36	MB13	7
54bc472444fb0dd55332501b26f32f36	MB14	12
54bc472444fb0dd55332501b26f32f36	MB15	24
54bc472444fb0dd55332501b26f32f36	MB16	29
54bc472444fb0dd55332501b26f32f36	MB1	6
54bc472444fb0dd55332501b26f32f36	MB2	4
54bc472444fb0dd55332501b26f32f36	MB4	14
54bc472444fb0dd55332501b26f32f36	MB6	25
54bc472444fb0dd55332501b26f32f36	MB8	10
54bc472444fb0dd55332501b26f32f36	MB9	19
54bc472444fb0dd55332501b26f32f36	EDNA10	3
54bc472444fb0dd55332501b26f32f36	EDNA11	2
54bc472444fb0dd55332501b26f32f36	EDNA12	6
54bc472444fb0dd55332501b26f32f36	EDNA13	4
54bc472444fb0dd55332501b26f32f36	EDNA14	4
54bc472444fb0dd55332501b26f32f36	EDNA15	3
54bc472444fb0dd55332501b26f32f36	EDNA35	3
54bc472444fb0dd55332501b26f32f36	EDNA53	5
54bc472444fb0dd55332501b26f32f36	EDNA54	3
54bc472444fb0dd55332501b26f32f36	EDNA55	3
54bc472444fb0dd55332501b26f32f36	EDNA57	3
54bc472444fb0dd55332501b26f32f36	EDNA58	5
54bc472444fb0dd55332501b26f32f36	EDNA59	4
54bc472444fb0dd55332501b26f32f36	EDNA91	4
54bc472444fb0dd55332501b26f32f36	EDNA93	4
54bc472444fb0dd55332501b26f32f36	MB20	16
54bc472444fb0dd55332501b26f32f36	MB21	7
54bc472444fb0dd55332501b26f32f36	MB22	7
54bc472444fb0dd55332501b26f32f36	MB23	26
54bc472444fb0dd55332501b26f32f36	MB24	14
54bc472444fb0dd55332501b26f32f36	EDNA25	5
54bc472444fb0dd55332501b26f32f36	EDNA41	14
54bc472444fb0dd55332501b26f32f36	EDNA43	7
54bc472444fb0dd55332501b26f32f36	EDNA44	6
a3b61660b2150e7a528db043ecccfa45	EDNA87	5
a3b61660b2150e7a528db043ecccfa45	EDNA79	3
a3b61660b2150e7a528db043ecccfa45	EDNA1	3
a3b61660b2150e7a528db043ecccfa45	EDNA2	1
a3b61660b2150e7a528db043ecccfa45	EDNA80	8
a3b61660b2150e7a528db043ecccfa45	EDNA81	12
a3b61660b2150e7a528db043ecccfa45	EDNA73	150
a3b61660b2150e7a528db043ecccfa45	EDNA92	2
a3b61660b2150e7a528db043ecccfa45	EDNA74	59
a3b61660b2150e7a528db043ecccfa45	EDNA93	9
a3b61660b2150e7a528db043ecccfa45	EDNA75	120
a3b61660b2150e7a528db043ecccfa45	EDNA85	1
a3b61660b2150e7a528db043ecccfa45	EDNA86	3
72e0ae96f9629dc744d2ad37e47a1c55	EDNA18	10
72e0ae96f9629dc744d2ad37e47a1c55	EDNA8	365
308ab750a735ca3f6cc270c39758b3a8	EDNA69	81
308ab750a735ca3f6cc270c39758b3a8	EDNA70	18
308ab750a735ca3f6cc270c39758b3a8	EDNA71	84
308ab750a735ca3f6cc270c39758b3a8	EDNA67	91
308ab750a735ca3f6cc270c39758b3a8	EDNA68	94
5238ae725dd2f7cdff489b709ea112b5	MB21	1
5238ae725dd2f7cdff489b709ea112b5	MB17	24
5238ae725dd2f7cdff489b709ea112b5	MB18	341
5238ae725dd2f7cdff489b709ea112b5	EDNA67	1
23b043676260263d71496b0468eec45c	MB1	11
23b043676260263d71496b0468eec45c	MB18	33
23b043676260263d71496b0468eec45c	EDNA73	322
6c6b906d567187eac3614b23ae4d27dc	MB9	1
6c6b906d567187eac3614b23ae4d27dc	MB20	14
6c6b906d567187eac3614b23ae4d27dc	MB15	2
6c6b906d567187eac3614b23ae4d27dc	MB25	339
6c6b906d567187eac3614b23ae4d27dc	MB4	4
6c6b906d567187eac3614b23ae4d27dc	EDNA58	1
cc00a3378226451eea8eec50325c8051	EDNA87	1
cc00a3378226451eea8eec50325c8051	EDNA79	7
cc00a3378226451eea8eec50325c8051	EDNA70	8
cc00a3378226451eea8eec50325c8051	EDNA80	13
cc00a3378226451eea8eec50325c8051	EDNA71	39
cc00a3378226451eea8eec50325c8051	EDNA81	17
cc00a3378226451eea8eec50325c8051	EDNA91	3
cc00a3378226451eea8eec50325c8051	EDNA82	57
cc00a3378226451eea8eec50325c8051	EDNA73	77
cc00a3378226451eea8eec50325c8051	EDNA83	21
cc00a3378226451eea8eec50325c8051	EDNA74	29
cc00a3378226451eea8eec50325c8051	EDNA93	3
cc00a3378226451eea8eec50325c8051	EDNA84	54
cc00a3378226451eea8eec50325c8051	EDNA75	27
ac9d1470103b5c0649046c90300e369a	EDNA96	6
ac9d1470103b5c0649046c90300e369a	EDNA11	4
ac9d1470103b5c0649046c90300e369a	EDNA12	2
ac9d1470103b5c0649046c90300e369a	EDNA31	43
ac9d1470103b5c0649046c90300e369a	EDNA22	7
ac9d1470103b5c0649046c90300e369a	EDNA13	3
ac9d1470103b5c0649046c90300e369a	EDNA32	24
ac9d1470103b5c0649046c90300e369a	EDNA23	12
ac9d1470103b5c0649046c90300e369a	EDNA14	19
ac9d1470103b5c0649046c90300e369a	EDNA33	12
ac9d1470103b5c0649046c90300e369a	EDNA24	3
ac9d1470103b5c0649046c90300e369a	EDNA1	16
ac9d1470103b5c0649046c90300e369a	EDNA15	8
ac9d1470103b5c0649046c90300e369a	EDNA34	19
ac9d1470103b5c0649046c90300e369a	EDNA2	15
ac9d1470103b5c0649046c90300e369a	EDNA25	12
ac9d1470103b5c0649046c90300e369a	EDNA16	5
ac9d1470103b5c0649046c90300e369a	EDNA80	10
ac9d1470103b5c0649046c90300e369a	EDNA3	7
ac9d1470103b5c0649046c90300e369a	EDNA35	6
ac9d1470103b5c0649046c90300e369a	EDNA26	4
ac9d1470103b5c0649046c90300e369a	EDNA17	2
ac9d1470103b5c0649046c90300e369a	EDNA81	10
ac9d1470103b5c0649046c90300e369a	EDNA27	5
ac9d1470103b5c0649046c90300e369a	EDNA18	12
ac9d1470103b5c0649046c90300e369a	EDNA91	8
ac9d1470103b5c0649046c90300e369a	EDNA55	2
ac9d1470103b5c0649046c90300e369a	EDNA83	10
ac9d1470103b5c0649046c90300e369a	EDNA93	9
ac9d1470103b5c0649046c90300e369a	EDNA84	14
ac9d1470103b5c0649046c90300e369a	EDNA94	3
ac9d1470103b5c0649046c90300e369a	EDNA8	3
ac9d1470103b5c0649046c90300e369a	EDNA85	14
ac9d1470103b5c0649046c90300e369a	EDNA9	7
ac9d1470103b5c0649046c90300e369a	EDNA95	2
ac9d1470103b5c0649046c90300e369a	EDNA86	17
e0c4971f0b159a7476dce184aa96fa53	EDNA11	13
e0c4971f0b159a7476dce184aa96fa53	MB11	9
e0c4971f0b159a7476dce184aa96fa53	EDNA98	4
e0c4971f0b159a7476dce184aa96fa53	EDNA31	62
e0c4971f0b159a7476dce184aa96fa53	MB13	11
e0c4971f0b159a7476dce184aa96fa53	EDNA32	62
e0c4971f0b159a7476dce184aa96fa53	EDNA14	8
e0c4971f0b159a7476dce184aa96fa53	EDNA42	12
e0c4971f0b159a7476dce184aa96fa53	EDNA33	8
e0c4971f0b159a7476dce184aa96fa53	EDNA24	21
e0c4971f0b159a7476dce184aa96fa53	EDNA1	3
e0c4971f0b159a7476dce184aa96fa53	EDNA15	5
e0c4971f0b159a7476dce184aa96fa53	EDNA52	2
e0c4971f0b159a7476dce184aa96fa53	EDNA43	20
e0c4971f0b159a7476dce184aa96fa53	EDNA16	4
e0c4971f0b159a7476dce184aa96fa53	EDNA44	16
e0c4971f0b159a7476dce184aa96fa53	MB2	2
e0c4971f0b159a7476dce184aa96fa53	EDNA63	5
e0c4971f0b159a7476dce184aa96fa53	EDNA45	30
e0c4971f0b159a7476dce184aa96fa53	EDNA18	6
e0c4971f0b159a7476dce184aa96fa53	EDNA46	6
e0c4971f0b159a7476dce184aa96fa53	MB4	6
e0c4971f0b159a7476dce184aa96fa53	EDNA7	22
e0c4971f0b159a7476dce184aa96fa53	EDNA94	10
e0c4971f0b159a7476dce184aa96fa53	EDNA8	4
e0c4971f0b159a7476dce184aa96fa53	EDNA10	3
38312232a77fc8a7b6e6defa1d343fc1	EDNA69	164
38312232a77fc8a7b6e6defa1d343fc1	EDNA74	7
38312232a77fc8a7b6e6defa1d343fc1	EDNA67	68
38312232a77fc8a7b6e6defa1d343fc1	EDNA68	115
ad30231f04b2ba8d36c427b3b25fd625	EDNA79	12
ad30231f04b2ba8d36c427b3b25fd625	EDNA70	101
ad30231f04b2ba8d36c427b3b25fd625	EDNA81	34
ad30231f04b2ba8d36c427b3b25fd625	EDNA82	17
ad30231f04b2ba8d36c427b3b25fd625	EDNA75	190
6210ab67e842a947838267950c37b3ce	EDNA87	1
6210ab67e842a947838267950c37b3ce	EDNA69	14
6210ab67e842a947838267950c37b3ce	EDNA79	2
6210ab67e842a947838267950c37b3ce	EDNA70	24
6210ab67e842a947838267950c37b3ce	EDNA80	30
6210ab67e842a947838267950c37b3ce	EDNA71	13
6210ab67e842a947838267950c37b3ce	EDNA81	34
6210ab67e842a947838267950c37b3ce	EDNA73	29
6210ab67e842a947838267950c37b3ce	EDNA92	3
6210ab67e842a947838267950c37b3ce	EDNA74	53
6210ab67e842a947838267950c37b3ce	EDNA93	12
6210ab67e842a947838267950c37b3ce	EDNA75	54
6210ab67e842a947838267950c37b3ce	EDNA85	13
6210ab67e842a947838267950c37b3ce	EDNA67	27
6210ab67e842a947838267950c37b3ce	EDNA86	7
6210ab67e842a947838267950c37b3ce	EDNA68	37
ebefbd55dd7e140ff0554409e9c4fc3d	EDNA69	169
ebefbd55dd7e140ff0554409e9c4fc3d	MB22	2
ebefbd55dd7e140ff0554409e9c4fc3d	MB24	16
ebefbd55dd7e140ff0554409e9c4fc3d	MB17	166
56c71432ccb1cd909f3414aba0a5adea	EDNA96	5
